bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
OCTAtex	Octanoate transport via diffusion (extracellular to periplasm)	octa_e <-> octa_p	iECP_1309; iECO26_1355; iECNA114_1301; iEcolC_1368; iECO111_1330; iECDH10B_1368; iEcE24377_1341; iECS88_1305; iECO103_1326; iEcHS_1320; iECs_1301; iECOK1_1307; iECH74115_1262; iECED1_1282; iECIAI1_1343; iECIAI39_1322; iEC042_1314; iEcDH1_1363; iJO1366; iECD_1391; iPC815; iEC55989_1330; iBWG_1329; iECABU_c1320; iECBD_1354; iB21_1397; iAPECO1_1312; iAF1260; ic_1306; iE2348C_1286; iSF_1195; iJN746; iECB_1328; iECDH1ME8569_1439; iYS1720; STM_v1_0; iYL1228; iAF1260b; iZ_1308; iUMN146_1321; iUTI89_1310; iML1515; iWFL_1372; iY75_1357; iUMNK88_1353; iEKO11_1354; iECUMN_1333; iG2583_1286; iNRG857_1313; iECSE_1348; iS_1188; iETEC_1333; iLF82_1304; iSSON_1240; iECSF_1327; iSbBS512_1146; iSDY_1059; iECW_1372; iSFV_1184; iSFxv_1172; iSBO_1134; iECSP_1301; iEcSMS35_1347; iEC1344_C; iEC1372_W3110; iEC1349_Crooks; iEC1356_Bl21DE3; iEC1368_DH5a; iEC1364_W; iJN1463	RHEA: http://identifiers.org/rhea/29759; RHEA: http://identifiers.org/rhea/29760; RHEA: http://identifiers.org/rhea/29761; RHEA: http://identifiers.org/rhea/29762; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-272; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99126; SEED Reaction: http://identifiers.org/seed.reaction/rxn09036; SEED Reaction: http://identifiers.org/seed.reaction/rxn09840	OCTAtex
OCTNLL	Octanoate non-lipoylated apo domain ligase	atp_c + h_c + octa_c <-> amp_c + octapb_c + ppi_c	iUMN146_1321; iUTI89_1310; iZ_1308; iUMNK88_1353; iML1515; iWFL_1372; iY75_1357; iECNA114_1301; iECO111_1330; iECS88_1305; iECH74115_1262; iEcHS_1320; iECIAI1_1343; iECs_1301; iECIAI39_1322; iECP_1309; iECOK1_1307; iEcE24377_1341; iEcolC_1368; iECO26_1355; iECDH10B_1368; iECO103_1326; iECED1_1282; iEC1368_DH5a; iEC1372_W3110; iEC1349_Crooks; iYS854; iEC1356_Bl21DE3; iEC1344_C; iEC1364_W; iYS1720; iEcSMS35_1347; iSSON_1240; iSbBS512_1146; iECSF_1327; iECW_1372; iECUMN_1333; iSBO_1134; iECSP_1301; iSDY_1059; iLF82_1304; iNRG857_1313; iECSE_1348; iEKO11_1354; iETEC_1333; iEcDH1_1363; iECBD_1354; iE2348C_1286; iB21_1397; iECDH1ME8569_1439; iJO1366; iECABU_c1320; iBWG_1329; iEC042_1314; iAPECO1_1312; ic_1306; iECD_1391; iEC55989_1330; iECB_1328	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102155	OCTNLL
OGMEACPD	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	hgmeACP_c <-> egmeACP_c + h2o_c	iECB_1328; ic_1306; iECDH1ME8569_1439; iECBD_1354; iECABU_c1320; iB21_1397; iAPECO1_1312; iEcDH1_1363; iSF_1195; iEC55989_1330; iEC042_1314; iE2348C_1286; iECD_1391; iBWG_1329; iJO1366; iEC1349_Crooks; iEC1368_DH5a; iEC1364_W; iEC1356_Bl21DE3; iJN1463; iEC1372_W3110; iEC1344_C; iWFL_1372; iUMNK88_1353; iUMN146_1321; iUTI89_1310; iZ_1308; iML1515; iAF987; iY75_1357; iJB785; iECO26_1355; iECP_1309; iECO103_1326; iECS88_1305; iEcE24377_1341; iEcHS_1320; iECs_1301; iECOK1_1307; iECIAI1_1343; iEcolC_1368; iECIAI39_1322; iECH74115_1262; iECO111_1330; iECED1_1282; iECDH10B_1368; iECNA114_1301; iSbBS512_1146; iEKO11_1354; iNRG857_1313; iS_1188; iETEC_1333; iECW_1372; iECSF_1327; iSBO_1134; iSFxv_1172; iG2583_1286; iECUMN_1333; iECSP_1301; iSFV_1184; iSSON_1240; iLF82_1304; iEcSMS35_1347; iECSE_1348; iSDY_1059	EC Number: http://identifiers.org/ec-code/4.2.1.59; BioCyc: http://identifiers.org/biocyc/META:RXN-11477; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102159; KEGG Reaction: http://identifiers.org/kegg.reaction/R10117	OGMEACPD
OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase	h_c + nadph_c + ogmeACP_c <-> hgmeACP_c + nadp_c	iEKO11_1354; iNRG857_1313; iSbBS512_1146; iECSE_1348; iS_1188; iETEC_1333; iECUMN_1333; iSSON_1240; iSDY_1059; iSBO_1134; iECSF_1327; iECSP_1301; iSFV_1184; iLF82_1304; iEcSMS35_1347; iECW_1372; iSFxv_1172; iG2583_1286; iUMN146_1321; iY75_1357; iAF987; iML1515; iJB785; iWFL_1372; iUMNK88_1353; iUTI89_1310; iZ_1308; ic_1306; iE2348C_1286; iECABU_c1320; iEC042_1314; iECB_1328; iJO1366; iECD_1391; iSF_1195; iECBD_1354; iAPECO1_1312; iECDH1ME8569_1439; iEC55989_1330; iEcDH1_1363; iB21_1397; iBWG_1329; iJN1463; iEC1368_DH5a; iEC1372_W3110; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1344_C; iEC1364_W; iECH74115_1262; iECS88_1305; iEcolC_1368; iECO26_1355; iECNA114_1301; iECDH10B_1368; iEcHS_1320; iECIAI1_1343; iECs_1301; iECO103_1326; iECED1_1282; iECO111_1330; iEcE24377_1341; iECP_1309; iECIAI39_1322; iECOK1_1307	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102160	OGMEACPR
OGMEACPS	3-Oxo-glutaryl-[ACP] methyl ester synthase	h_c + malACP_c + malcoame_c <-> co2_c + coa_c + ogmeACP_c	iECP_1309; iECIAI39_1322; iECIAI1_1343; iECS88_1305; iECOK1_1307; iECH74115_1262; iECED1_1282; iEcHS_1320; iECs_1301; iECNA114_1301; iECO26_1355; iECDH10B_1368; iEcolC_1368; iEcE24377_1341; iECO111_1330; iECO103_1326; iB21_1397; iEC042_1314; iEcDH1_1363; iAPECO1_1312; iBWG_1329; iE2348C_1286; iECABU_c1320; iECBD_1354; iECD_1391; ic_1306; iSF_1195; iJO1366; iEC55989_1330; iECB_1328; iECDH1ME8569_1439; iS_1188; iG2583_1286; iSFxv_1172; iLF82_1304; iECSF_1327; iSDY_1059; iSFV_1184; iECW_1372; iSbBS512_1146; iSSON_1240; iETEC_1333; iEcSMS35_1347; iEKO11_1354; iSBO_1134; iNRG857_1313; iECSE_1348; iECUMN_1333; iECSP_1301; iUMNK88_1353; iAF987; iML1515; iUMN146_1321; iWFL_1372; iJB785; iZ_1308; iY75_1357; iUTI89_1310; iEC1364_W; iEC1344_C; iJN1463; iEC1372_W3110; iEC1368_DH5a; iEC1349_Crooks; iEC1356_Bl21DE3	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102161	OGMEACPS
OHPBAT	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	glu__L_c + ohpb_c <-> akg_c + phthr_c	iEC1368_DH5a; iEC1356_Bl21DE3; iEC1364_W; iJN1463; iEC1349_Crooks; iCN718; iEC1344_C; iEC1372_W3110; iSFV_1184; iLF82_1304; iS_1188; iSBO_1134; iSFxv_1172; iSDY_1059; iNRG857_1313; iECUMN_1333; iECSE_1348; iEKO11_1354; iETEC_1333; iECSF_1327; iSSON_1240; iSbBS512_1146; iG2583_1286; iECW_1372; iEcSMS35_1347; iECSP_1301; iECS88_1305; iECO26_1355; iECIAI39_1322; iECs_1301; iEcolC_1368; iECDH10B_1368; iEcHS_1320; iECO103_1326; iEcE24377_1341; iECO111_1330; iECIAI1_1343; iECOK1_1307; iECH74115_1262; iECP_1309; iECED1_1282; iECNA114_1301; iND750; iJO1366; iECDH1ME8569_1439; iMM904; iAF1260; iNJ661; iEcDH1_1363; iEC042_1314; iEC55989_1330; iB21_1397; iECBD_1354; iJN746; iECABU_c1320; iE2348C_1286; iAPECO1_1312; ic_1306; iECD_1391; iSF_1195; iPC815; iBWG_1329; iECB_1328; iUMN146_1321; iML1515; iAF1260b; iYL1228; iWFL_1372; iZ_1308; iUMNK88_1353; iJR904; iNF517; iUTI89_1310; iJB785; STM_v1_0; iAF987; iY75_1357; iYS1720	RHEA: http://identifiers.org/rhea/16573; RHEA: http://identifiers.org/rhea/16574; RHEA: http://identifiers.org/rhea/16575; RHEA: http://identifiers.org/rhea/16576; EC Number: http://identifiers.org/ec-code/2.6.1.52; BioCyc: http://identifiers.org/biocyc/META:PSERTRANSAMPYR-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102169; KEGG Reaction: http://identifiers.org/kegg.reaction/R05085; SEED Reaction: http://identifiers.org/seed.reaction/rxn03445	OHPBAT
OMBZLM	2-Octaprenyl-6-methoxy-benzoquinol methylase	2ombzl_c + amet_c <-> 2ommbl_c + ahcys_c + h_c	iIT341; iAF1260; iECBD_1354; iEC55989_1330; iE2348C_1286; iPC815; iJO1366; iECABU_c1320; ic_1306; iECD_1391; iBWG_1329; iSF_1195; iECB_1328; iECDH1ME8569_1439; iAPECO1_1312; iB21_1397; iEC042_1314; iEcDH1_1363; iEC1349_Crooks; iEC1356_Bl21DE3; iJN1463; iEC1344_C; iEC1372_W3110; iCN718; iEC1364_W; iEC1368_DH5a; iYS1720; iECED1_1282; iECO103_1326; iECP_1309; iECS88_1305; iECs_1301; iEcE24377_1341; iECIAI1_1343; iEcHS_1320; iECIAI39_1322; iECO26_1355; iECNA114_1301; iEcolC_1368; iECDH10B_1368; iECO111_1330; iECOK1_1307; iECH74115_1262; iUMN146_1321; iUTI89_1310; iZ_1308; STM_v1_0; iY75_1357; iWFL_1372; iML1515; iYL1228; iJR904; iAF1260b; iUMNK88_1353; iEcSMS35_1347; iLF82_1304; iETEC_1333; iSSON_1240; iG2583_1286; iNRG857_1313; iECW_1372; iS_1188; iECUMN_1333; iECSE_1348; iSFxv_1172; iECSP_1301; iSBO_1134; iSbBS512_1146; iSDY_1059; iSFV_1184; iECSF_1327; iEKO11_1354	EC Number: http://identifiers.org/ec-code/2.1.1.201; RHEA: http://identifiers.org/rhea/27774; RHEA: http://identifiers.org/rhea/27775; RHEA: http://identifiers.org/rhea/27776; RHEA: http://identifiers.org/rhea/27777; BioCyc: http://identifiers.org/biocyc/META:2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR115030; SEED Reaction: http://identifiers.org/seed.reaction/rxn09039	OMBZLM
OMPDC	Orotidine-5'-phosphate decarboxylase	h_c + orot5p_c <-> co2_c + ump_c	iYS1720; iECS88_1305; iECIAI1_1343; iEcolC_1368; iECH74115_1262; iECDH10B_1368; iECP_1309; iECED1_1282; iEcHS_1320; iECO26_1355; iECIAI39_1322; iECO111_1330; iECs_1301; iECNA114_1301; iEcE24377_1341; iECO103_1326; iECOK1_1307; iEC1344_C; iCHOv1_DG44; iAM_Pb448; iAM_Pf480; iEC1372_W3110; Recon3D; iLB1027_lipid; iEC1364_W; iEK1008; iEC1356_Bl21DE3; iCN718; iAM_Pv461; iYS854; iJN1463; iEC1368_DH5a; iSynCJ816; iEC1349_Crooks; iCN900; iAM_Pc455; iAM_Pk459; iSFxv_1172; iECSF_1327; iEcSMS35_1347; iSbBS512_1146; iNRG857_1313; iSDY_1059; iSSON_1240; iECSE_1348; iLF82_1304; iSBO_1134; iETEC_1333; iEKO11_1354; iG2583_1286; iS_1188; iECUMN_1333; iECW_1372; iSFV_1184; iECSP_1301; iCHOv1; iUMNK88_1353; iLJ478; iAF987; iWFL_1372; iUTI89_1310; RECON1; iUMN146_1321; iMM1415; iAB_RBC_283; iJR904; iRC1080; iJB785; STM_v1_0; iAF692; iYL1228; iHN637; iZ_1308; iML1515; iJN678; iAF1260b; iYO844; iNF517; iY75_1357; iECBD_1354; iAF1260; iND750; iJO1366; iECD_1391; iECABU_c1320; iBWG_1329; iSF_1195; iECDH1ME8569_1439; iEcDH1_1363; iNJ661; iIT341; iMM904; iB21_1397; iEC042_1314; iSB619; iJN746; iE2348C_1286; iAPECO1_1312; ic_1306; iEC55989_1330; iECB_1328; iPC815	RHEA: http://identifiers.org/rhea/11596; RHEA: http://identifiers.org/rhea/11597; RHEA: http://identifiers.org/rhea/11598; RHEA: http://identifiers.org/rhea/11599; EC Number: http://identifiers.org/ec-code/4.1.1.23; BioCyc: http://identifiers.org/biocyc/META:OROTPDECARB-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102190; Reactome Reaction: http://identifiers.org/reactome/R-ATH-73564; Reactome Reaction: http://identifiers.org/reactome/R-BTA-73564; Reactome Reaction: http://identifiers.org/reactome/R-CEL-73564; Reactome Reaction: http://identifiers.org/reactome/R-CFA-73564; Reactome Reaction: http://identifiers.org/reactome/R-DDI-73564; Reactome Reaction: http://identifiers.org/reactome/R-DME-73564; Reactome Reaction: http://identifiers.org/reactome/R-DRE-73564; Reactome Reaction: http://identifiers.org/reactome/R-GGA-419461; Reactome Reaction: http://identifiers.org/reactome/R-GGA-73564; Reactome Reaction: http://identifiers.org/reactome/R-HSA-73564; Reactome Reaction: http://identifiers.org/reactome/R-MMU-73564; Reactome Reaction: http://identifiers.org/reactome/R-OSA-73564; Reactome Reaction: http://identifiers.org/reactome/R-PFA-73564; Reactome Reaction: http://identifiers.org/reactome/R-RNO-73564; Reactome Reaction: http://identifiers.org/reactome/R-SCE-73564; Reactome Reaction: http://identifiers.org/reactome/R-SPO-73564; Reactome Reaction: http://identifiers.org/reactome/R-SSC-73564; Reactome Reaction: http://identifiers.org/reactome/R-TGU-73564; Reactome Reaction: http://identifiers.org/reactome/R-XTR-73564; KEGG Reaction: http://identifiers.org/kegg.reaction/R00965; SEED Reaction: http://identifiers.org/seed.reaction/rxn00710	OMPDC; OMPDC_c; ORPDC
OPHHX3	2-Octaprenylphenol hydroxylase (anaerobic)	2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c <-> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c	iYS1720; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1368_DH5a; iEC1344_C; iEC1364_W; iEC1372_W3110; iG2583_1286; iSFxv_1172; iEcSMS35_1347; iECSF_1327; iECW_1372; iECSE_1348; iNRG857_1313; iECUMN_1333; iSSON_1240; iETEC_1333; iSFV_1184; iS_1188; iEKO11_1354; iSbBS512_1146; iECSP_1301; iSBO_1134; iSDY_1059; iLF82_1304; iECOK1_1307; iECs_1301; iECIAI1_1343; iECO103_1326; iECED1_1282; iEcE24377_1341; iECO111_1330; iECNA114_1301; iECH74115_1262; iECP_1309; iECIAI39_1322; iEcHS_1320; iECS88_1305; iECDH10B_1368; iEcolC_1368; iECO26_1355; iZ_1308; iYL1228; iAF1260b; iUMNK88_1353; iUMN146_1321; iWFL_1372; STM_v1_0; iUTI89_1310; iY75_1357; iML1515; iJO1366; iAPECO1_1312; iAF1260; iBWG_1329; iECABU_c1320; ic_1306; iEC042_1314; iECDH1ME8569_1439; iE2348C_1286; iB21_1397; iSF_1195; iECD_1391; iECB_1328; iEcDH1_1363; iEC55989_1330; iECBD_1354	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102204; SEED Reaction: http://identifiers.org/seed.reaction/rxn09045	OPHHX3
OPMEACPD	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	hpmeACP_c <-> epmeACP_c + h2o_c	iE2348C_1286; iB21_1397; iAPECO1_1312; iECD_1391; iECB_1328; iEC55989_1330; iSF_1195; iJO1366; iBWG_1329; ic_1306; iEC042_1314; iECDH1ME8569_1439; iEcDH1_1363; iECABU_c1320; iECBD_1354; iETEC_1333; iECSF_1327; iECW_1372; iSBO_1134; iG2583_1286; iSFxv_1172; iEKO11_1354; iECSP_1301; iLF82_1304; iSSON_1240; iSDY_1059; iECUMN_1333; iSFV_1184; iECSE_1348; iEcSMS35_1347; iNRG857_1313; iSbBS512_1146; iS_1188; iEC1349_Crooks; iJN1463; iEC1372_W3110; iEC1364_W; iEC1356_Bl21DE3; iEC1368_DH5a; iEC1344_C; iUTI89_1310; iZ_1308; iY75_1357; iUMNK88_1353; iUMN146_1321; iWFL_1372; iAF987; iJB785; iML1515; iECS88_1305; iECP_1309; iECIAI1_1343; iEcHS_1320; iECDH10B_1368; iECO103_1326; iECH74115_1262; iECO111_1330; iEcolC_1368; iECs_1301; iECNA114_1301; iECOK1_1307; iECED1_1282; iEcE24377_1341; iECO26_1355; iECIAI39_1322	EC Number: http://identifiers.org/ec-code/4.2.1.59; BioCyc: http://identifiers.org/biocyc/META:RXN-11481; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102206; KEGG Reaction: http://identifiers.org/kegg.reaction/R10121	OPMEACPD
OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase	h_c + nadph_c + opmeACP_c <-> hpmeACP_c + nadp_c	iECIAI1_1343; iECNA114_1301; iECH74115_1262; iECO26_1355; iECOK1_1307; iEcHS_1320; iECO103_1326; iECDH10B_1368; iECP_1309; iECs_1301; iECIAI39_1322; iECO111_1330; iECED1_1282; iEcolC_1368; iEcE24377_1341; iECS88_1305; iETEC_1333; iSbBS512_1146; iNRG857_1313; iSSON_1240; iSFxv_1172; iG2583_1286; iECW_1372; iS_1188; iEKO11_1354; iECSE_1348; iSFV_1184; iSBO_1134; iECUMN_1333; iSDY_1059; iECSP_1301; iECSF_1327; iLF82_1304; iEcSMS35_1347; iB21_1397; iEC042_1314; iJO1366; iEC55989_1330; iECB_1328; iECD_1391; iAPECO1_1312; iEcDH1_1363; iSF_1195; iE2348C_1286; iECDH1ME8569_1439; iECABU_c1320; iBWG_1329; ic_1306; iECBD_1354; iWFL_1372; iAF987; iML1515; iUMN146_1321; iZ_1308; iUMNK88_1353; iJB785; iUTI89_1310; iY75_1357; iEC1356_Bl21DE3; iJN1463; iEC1349_Crooks; iEC1368_DH5a; iEC1344_C; iEC1364_W; iEC1372_W3110	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102207	OPMEACPR
ORPT	Orotate phosphoribosyltransferase	orot5p_c + ppi_c <-> orot_c + prpp_c	iMM904; iSF_1195; iEcDH1_1363; iECD_1391; iJN746; iECB_1328; iNJ661; iPC815; iBWG_1329; iAPECO1_1312; iSB619; iE2348C_1286; iEC042_1314; iEC55989_1330; iAF1260; iB21_1397; iECABU_c1320; iECDH1ME8569_1439; iECBD_1354; iIT341; ic_1306; iND750; iJO1366; iSFV_1184; iS_1188; iSbBS512_1146; iEcSMS35_1347; iECSP_1301; iSFxv_1172; iETEC_1333; iLF82_1304; iSDY_1059; iSBO_1134; iNRG857_1313; iG2583_1286; iECSF_1327; iECSE_1348; iECUMN_1333; iSSON_1240; iECW_1372; iEKO11_1354; iYS1720; iEC1364_W; iYS854; iAM_Pf480; iCN900; iSynCJ816; iEC1356_Bl21DE3; iAM_Pb448; iCN718; iEC1368_DH5a; iAM_Pv461; iEC1372_W3110; Recon3D; iEC1349_Crooks; iJN1463; iAM_Pk459; iAM_Pc455; iCHOv1_DG44; iEK1008; iLB1027_lipid; iEC1344_C; iAF987; iUTI89_1310; RECON1; iY75_1357; iYL1228; iCHOv1; iUMNK88_1353; iWFL_1372; iJR904; iAB_RBC_283; iMM1415; iAF692; iNF517; iYO844; iML1515; iJN678; iAF1260b; iZ_1308; STM_v1_0; iUMN146_1321; iRC1080; iHN637; iLJ478; iJB785; iECIAI1_1343; iEcolC_1368; iECNA114_1301; iECED1_1282; iEcHS_1320; iECDH10B_1368; iECOK1_1307; iECO111_1330; iECH74115_1262; iECO103_1326; iECs_1301; iECO26_1355; iECS88_1305; iECP_1309; iEcE24377_1341; iECIAI39_1322	RHEA: http://identifiers.org/rhea/10380; RHEA: http://identifiers.org/rhea/10381; RHEA: http://identifiers.org/rhea/10382; RHEA: http://identifiers.org/rhea/10383; EC Number: http://identifiers.org/ec-code/2.4.2.10; BioCyc: http://identifiers.org/biocyc/META:OROPRIBTRANS-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102231; Reactome Reaction: http://identifiers.org/reactome/R-ATH-73567; Reactome Reaction: http://identifiers.org/reactome/R-BTA-73567; Reactome Reaction: http://identifiers.org/reactome/R-CEL-73567; Reactome Reaction: http://identifiers.org/reactome/R-CFA-73567; Reactome Reaction: http://identifiers.org/reactome/R-DDI-73567; Reactome Reaction: http://identifiers.org/reactome/R-DME-73567; Reactome Reaction: http://identifiers.org/reactome/R-DRE-73567; Reactome Reaction: http://identifiers.org/reactome/R-GGA-419462; Reactome Reaction: http://identifiers.org/reactome/R-GGA-73567; Reactome Reaction: http://identifiers.org/reactome/R-HSA-73567; Reactome Reaction: http://identifiers.org/reactome/R-MMU-73567; Reactome Reaction: http://identifiers.org/reactome/R-OSA-73567; Reactome Reaction: http://identifiers.org/reactome/R-PFA-73567; Reactome Reaction: http://identifiers.org/reactome/R-RNO-73567; Reactome Reaction: http://identifiers.org/reactome/R-SCE-73567; Reactome Reaction: http://identifiers.org/reactome/R-SPO-73567; Reactome Reaction: http://identifiers.org/reactome/R-SSC-73567; Reactome Reaction: http://identifiers.org/reactome/R-TGU-73567; Reactome Reaction: http://identifiers.org/reactome/R-XTR-73567; KEGG Reaction: http://identifiers.org/kegg.reaction/R01870; SEED Reaction: http://identifiers.org/seed.reaction/rxn01362	ORPRT; ORPRT_c; ORPT
OXAMTC	Oxamate transcarbamoylase	oxur_c + pi_c <-> cbp_c + oxam_c	iECNA114_1301; iECs_1301; iECED1_1282; iEcE24377_1341; iEcHS_1320; iECIAI1_1343; iECDH10B_1368; iECO26_1355; iECH74115_1262; iECIAI39_1322; iEcolC_1368; iECP_1309; iECO111_1330; iECOK1_1307; iECO103_1326; iECS88_1305; iYS1720; iB21_1397; iEcDH1_1363; iE2348C_1286; iAF1260; iEC55989_1330; iBWG_1329; iECB_1328; iECABU_c1320; iECBD_1354; iAPECO1_1312; iSF_1195; ic_1306; iECDH1ME8569_1439; iEC042_1314; iECD_1391; iJO1366; iSFxv_1172; iECSE_1348; iEKO11_1354; iECSP_1301; iS_1188; iECUMN_1333; iSbBS512_1146; iECSF_1327; iG2583_1286; iECW_1372; iETEC_1333; iNRG857_1313; iLF82_1304; iEcSMS35_1347; iSSON_1240; iSFV_1184; iSDY_1059; iSBO_1134; iUMN146_1321; iAF1260b; iZ_1308; STM_v1_0; iUMNK88_1353; iY75_1357; iUTI89_1310; iWFL_1372; iML1515; iEC1364_W; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1344_C; iEC1368_DH5a; iEC1372_W3110	EC Number: http://identifiers.org/ec-code/2.1.3.5; RHEA: http://identifiers.org/rhea/22984; RHEA: http://identifiers.org/rhea/22985; RHEA: http://identifiers.org/rhea/22986; RHEA: http://identifiers.org/rhea/22987; BioCyc: http://identifiers.org/biocyc/META:OXAMATE-CARBAMOYLTRANSFERASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102236; KEGG Reaction: http://identifiers.org/kegg.reaction/R02937; SEED Reaction: http://identifiers.org/seed.reaction/rxn02104	OXAMTC
OXCDC	Oxalyl-CoA decarboxylase	h_c + oxalcoa_c <-> co2_c + forcoa_c	iEK1008; iEC1368_DH5a; iEC1372_W3110; iEC1356_Bl21DE3; iEC1344_C; iEC1349_Crooks; iEC1364_W; iE2348C_1286; ic_1306; iEcDH1_1363; iECDH1ME8569_1439; iEC55989_1330; iECD_1391; iJO1366; iNJ661; iB21_1397; iBWG_1329; iSF_1195; iECABU_c1320; iECBD_1354; iAPECO1_1312; iECB_1328; iECIAI1_1343; iEcHS_1320; iECH74115_1262; iEcE24377_1341; iEcolC_1368; iECO26_1355; iECNA114_1301; iECP_1309; iECO103_1326; iECO111_1330; iECS88_1305; iECs_1301; iECIAI39_1322; iECED1_1282; iECOK1_1307; iECDH10B_1368; iUMN146_1321; iZ_1308; iUMNK88_1353; iY75_1357; iWFL_1372; iUTI89_1310; iML1515; iS_1188; iSBO_1134; iEKO11_1354; iSDY_1059; iETEC_1333; iECSP_1301; iSbBS512_1146; iSSON_1240; iNRG857_1313; iECW_1372; iSFxv_1172; iLF82_1304; iSFV_1184; iEcSMS35_1347; iECSE_1348; iG2583_1286; iECUMN_1333; iECSF_1327	RHEA: http://identifiers.org/rhea/19333; RHEA: http://identifiers.org/rhea/19334; RHEA: http://identifiers.org/rhea/19335; RHEA: http://identifiers.org/rhea/19336; EC Number: http://identifiers.org/ec-code/4.1.1.8; BioCyc: http://identifiers.org/biocyc/META:OXALYL-COA-DECARBOXYLASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102239; KEGG Reaction: http://identifiers.org/kegg.reaction/R01908; SEED Reaction: http://identifiers.org/seed.reaction/rxn01395	OXCDC
PA120abcpp	Phosphatidate transport via ABC system (n-C12:0, periplasm)	atp_c + h2o_c + pa120_c <-> adp_c + h_c + pi_c + pa120_p	iYS1720; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1368_DH5a; iJN1463; iEC1372_W3110; iEC1344_C; iEC1364_W; iSDY_1059; iLF82_1304; iSbBS512_1146; iECW_1372; iS_1188; iSFxv_1172; iETEC_1333; iECSE_1348; iSSON_1240; iEKO11_1354; iNRG857_1313; iECSP_1301; iECUMN_1333; iSFV_1184; iEcSMS35_1347; iECSF_1327; iG2583_1286; iSBO_1134; iECIAI39_1322; iECIAI1_1343; iECOK1_1307; iECO26_1355; iECDH10B_1368; iECED1_1282; iECP_1309; iECO103_1326; iECS88_1305; iEcolC_1368; iECNA114_1301; iECO111_1330; iECs_1301; iEcE24377_1341; iECH74115_1262; iEcHS_1320; iWFL_1372; STM_v1_0; iUTI89_1310; iML1515; iZ_1308; iUMNK88_1353; iAF987; iAF1260b; iYL1228; iY75_1357; iUMN146_1321; iSF_1195; iECDH1ME8569_1439; iAF1260; iECB_1328; iB21_1397; iEC042_1314; iAPECO1_1312; ic_1306; iJO1366; iECD_1391; iBWG_1329; iECABU_c1320; iECBD_1354; iEcDH1_1363; iEC55989_1330; iPC815; iE2348C_1286	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102304; SEED Reaction: http://identifiers.org/seed.reaction/rxn09053	PA120abcpp
