bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
cytc_m	cytc	Cytochrome c	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C00524; CHEBI: http://identifiers.org/chebi/CHEBI:14407; CHEBI: http://identifiers.org/chebi/CHEBI:18070; CHEBI: http://identifiers.org/chebi/CHEBI:38552; CHEBI: http://identifiers.org/chebi/CHEBI:4062; CHEBI: http://identifiers.org/chebi/CHEBI:5745; KEGG Drug: http://identifiers.org/kegg.drug/D00072; BioCyc: http://identifiers.org/biocyc/META:CPD-16495; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM18528; SEED Compound: http://identifiers.org/seed.compound/cpd00410; SEED Compound: http://identifiers.org/seed.compound/cpd12175	cytc; cytc_m
cytP450o_h	cytP450o	Oxidized flavoprotein (cytochrome P-450)	iRC1080	Reactome Compound: http://identifiers.org/reactome/R-ALL-6806905; KEGG Compound: http://identifiers.org/kegg.compound/C06109; CHEBI: http://identifiers.org/chebi/CHEBI:4057; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM66023; SEED Compound: http://identifiers.org/seed.compound/cpd12826; SEED Compound: http://identifiers.org/seed.compound/cpd30225	cytP450o; cytP450o_h
ddcaACP_h	ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)	iRC1080; iAM_Pb448; iAM_Pc455; iAM_Pk459; iAM_Pv461; iAM_Pf480; iLB1027_lipid	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM89851	ddcaACP; ddcaACP_h
dgdg1819Z1617Z_h	dgdg1819Z1617Z	Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z)-hexadecenoyl, 18:1(9Z)/16:1(7Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146271; SEED Compound: http://identifiers.org/seed.compound/cpd30235	dgdg1819Z1617Z; dgdg1819Z1617Z_h
dgdg1819Z1637Z10Z13Z_h	dgdg1819Z1637Z10Z13Z	Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl, 18:1(9Z)/16:3(7Z,10Z,13Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146383; SEED Compound: http://identifiers.org/seed.compound/cpd30239	dgdg1819Z1637Z10Z13Z; dgdg1819Z1637Z10Z13Z_h
dgdg1829Z12Z160_h	dgdg1829Z12Z160	Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-hexadecanoyl, 18:2(9Z,12Z)/16:0)	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146276; SEED Compound: http://identifiers.org/seed.compound/cpd30240	dgdg1829Z12Z160; dgdg1829Z12Z160_h
dgdg1829Z12Z1627Z10Z_h	dgdg1829Z12Z1627Z10Z	Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z)-hexadecadienoyl, 18:2(9Z,12Z)/16:2(7Z,10Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM145899; SEED Compound: http://identifiers.org/seed.compound/cpd30243	dgdg1829Z12Z1627Z10Z; dgdg1829Z12Z1627Z10Z_h
dgts1601829Z12Z_c	dgts1601829Z12Z	Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:2(9Z,12Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146546; SEED Compound: http://identifiers.org/seed.compound/cpd30259	dgts1601829Z12Z; dgts1601829Z12Z_c
dgts1601845Z9Z12Z15Z_c	dgts1601845Z9Z12Z15Z	Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:4(5Z,9Z,12Z,15Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM147081; SEED Compound: http://identifiers.org/seed.compound/cpd30261	dgts1601845Z9Z12Z15Z; dgts1601845Z9Z12Z15Z_c
dgts18111Z1829Z12Z_c	dgts18111Z1829Z12Z	Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(11Z)/18:2(9Z,12Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146549; SEED Compound: http://identifiers.org/seed.compound/cpd30264	dgts18111Z1829Z12Z; dgts18111Z1829Z12Z_c
dgts1819Z1845Z9Z12Z15Z_c	dgts1819Z1845Z9Z12Z15Z	Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(9Z)/18:4(5Z,9Z,12Z,15Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146552; SEED Compound: http://identifiers.org/seed.compound/cpd30271	dgts1819Z1845Z9Z12Z15Z; dgts1819Z1845Z9Z12Z15Z_c
dgts1829Z12Z18111Z_c	dgts1829Z12Z18111Z	Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:1(11Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146553; SEED Compound: http://identifiers.org/seed.compound/cpd30272	dgts1829Z12Z18111Z; dgts1829Z12Z18111Z_c
dgts1829Z12Z1829Z12Z_c	dgts1829Z12Z1829Z12Z	Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:2(9Z,12Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146381; SEED Compound: http://identifiers.org/seed.compound/cpd30274	dgts1829Z12Z1829Z12Z; dgts1829Z12Z1829Z12Z_c
dgts1829Z12Z1845Z9Z12Z15Z_c	dgts1829Z12Z1845Z9Z12Z15Z	Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:4(5Z,9Z,12Z,15Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146382; SEED Compound: http://identifiers.org/seed.compound/cpd30276	dgts1829Z12Z1845Z9Z12Z15Z; dgts1829Z12Z1845Z9Z12Z15Z_c
dgts1839Z12Z15Z1819Z_c	dgts1839Z12Z15Z1819Z	Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:1(9Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM147085; SEED Compound: http://identifiers.org/seed.compound/cpd30278	dgts1839Z12Z15Z1819Z; dgts1839Z12Z15Z1819Z_c
dgts1839Z12Z15Z1835Z9Z12Z_c	dgts1839Z12Z15Z1835Z9Z12Z	Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:3(5Z,9Z,12Z))	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM146554; SEED Compound: http://identifiers.org/seed.compound/cpd30279	dgts1839Z12Z15Z1835Z9Z12Z; dgts1839Z12Z15Z1835Z9Z12Z_c
dhdascb_u	dhdascb	Dehydroascorbate	iRC1080; iLB1027_lipid	Reactome Compound: http://identifiers.org/reactome/R-ALL-198827; Reactome Compound: http://identifiers.org/reactome/R-ALL-198852; Reactome Compound: http://identifiers.org/reactome/R-ALL-351599; KEGG Compound: http://identifiers.org/kegg.compound/C05422; CHEBI: http://identifiers.org/chebi/CHEBI:14108; CHEBI: http://identifiers.org/chebi/CHEBI:17242; CHEBI: http://identifiers.org/chebi/CHEBI:21279; CHEBI: http://identifiers.org/chebi/CHEBI:21280; CHEBI: http://identifiers.org/chebi/CHEBI:23592; CHEBI: http://identifiers.org/chebi/CHEBI:27956; CHEBI: http://identifiers.org/chebi/CHEBI:4358; CHEBI: http://identifiers.org/chebi/CHEBI:58070; CHEBI: http://identifiers.org/chebi/CHEBI:58539; CHEBI: http://identifiers.org/chebi/CHEBI:6210; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01264; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62706; BioCyc: http://identifiers.org/biocyc/META:L-DEHYDRO-ASCORBATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM250; InChI Key: https://identifiers.org/inchikey/OESHPIGALOBJLM-REOHCLBHSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd00335	dhdascb; dhdascb_u
dhlam_h	dhlam	Dihydrolipoamide C8H17NOS2	iLB1027_lipid; iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C00579; CHEBI: http://identifiers.org/chebi/CHEBI:14153; CHEBI: http://identifiers.org/chebi/CHEBI:17694; CHEBI: http://identifiers.org/chebi/CHEBI:23749; CHEBI: http://identifiers.org/chebi/CHEBI:43711; CHEBI: http://identifiers.org/chebi/CHEBI:4568; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00985; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06948; LipidMaps: http://identifiers.org/lipidmaps/LMFA08010014; LipidMaps: http://identifiers.org/lipidmaps/LMFA08010019; BioCyc: http://identifiers.org/biocyc/META:DIHYDROLIPOAMIDE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1277; InChI Key: https://identifiers.org/inchikey/VLYUGYAKYZETRF-SSDOTTSWSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd00449	dhlam; dhlam_h
dmcital_c	dmcital	Demethylcitalopram	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C16608; CHEBI: http://identifiers.org/chebi/CHEBI:80603; Human Metabolome Database: http://identifiers.org/hmdb/HMDB14021; Human Metabolome Database: http://identifiers.org/hmdb/HMDB60576; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5122; InChI Key: https://identifiers.org/inchikey/PTJADDMMFYXMMG-UHFFFAOYSA-O; SEED Compound: http://identifiers.org/seed.compound/cpd16412	dmcital; dmcital_c
dnad_h	dnad	Deamino-NAD+	iRC1080	Reactome Compound: http://identifiers.org/reactome/R-ALL-197256; Reactome Compound: http://identifiers.org/reactome/R-ALL-200499; Reactome Compound: http://identifiers.org/reactome/R-ALL-8938090; KEGG Compound: http://identifiers.org/kegg.compound/C00857; CHEBI: http://identifiers.org/chebi/CHEBI:14103; CHEBI: http://identifiers.org/chebi/CHEBI:14104; CHEBI: http://identifiers.org/chebi/CHEBI:14105; CHEBI: http://identifiers.org/chebi/CHEBI:18304; CHEBI: http://identifiers.org/chebi/CHEBI:23567; CHEBI: http://identifiers.org/chebi/CHEBI:4340; CHEBI: http://identifiers.org/chebi/CHEBI:58437; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01179; BioCyc: http://identifiers.org/biocyc/META:DEAMIDO-NAD; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM309; InChI Key: https://identifiers.org/inchikey/SENPVEZBRZQVST-HISDBWNOSA-L; SEED Compound: http://identifiers.org/seed.compound/cpd00638	dnad; dnad_h
doldp_c	doldp	Dolichyl diphosphate	iRC1080; iLB1027_lipid	Reactome Compound: http://identifiers.org/reactome/R-ALL-449744; KEGG Compound: http://identifiers.org/kegg.compound/C00621; CHEBI: http://identifiers.org/chebi/CHEBI:14197; CHEBI: http://identifiers.org/chebi/CHEBI:15750; CHEBI: http://identifiers.org/chebi/CHEBI:23876; CHEBI: http://identifiers.org/chebi/CHEBI:4691; CHEBI: http://identifiers.org/chebi/CHEBI:57497; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01513; LipidMaps: http://identifiers.org/lipidmaps/LMPR03090023; BioCyc: http://identifiers.org/biocyc/META:CPD-17851; BioCyc: http://identifiers.org/biocyc/META:CPD-224; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2370; SEED Compound: http://identifiers.org/seed.compound/cpd11713	doldp; doldp_c
doldpglcnacglcnacman_man_manman_manman_manmanmanglc_c	doldpglcnacglcnacman_man_manman_manman_manmanmanglc	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM148450; SEED Compound: http://identifiers.org/seed.compound/cpd30292	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglc_c; doldpglcnacglcnacman_man_manman_manman_manmanmanglc
doldpglcnacglcnacman_man_manman_manman_manmanmanglcglc_c	doldpglcnacglcnacman_man_manman_manman_manmanmanglcglc	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc(3-a1)Glc	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM148451; SEED Compound: http://identifiers.org/seed.compound/cpd30293	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglcglc_c; doldpglcnacglcnacman_man_manman_manman_manmanmanglcglc
doldpglcnacglcnacman_man_manman_manman_manmanmanglcglcglc_c	doldpglcnacglcnacman_man_manman_manman_manmanmanglcglcglc	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man[(6-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man(3-a1)Glc(3-a1)Glc(2-a1)Glc	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM148452; SEED Compound: http://identifiers.org/seed.compound/cpd30294	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_LPAREN_DASH_manman_DASH_RPAREN_DASH_manman_DASH_RPAREN_DASH_manmanmanglcglcglc_c; doldpglcnacglcnacman_man_manman_manman_manmanmanglcglcglc
doldpglcnacglcnacman_manmanman_manmanman_c	doldpglcnacglcnacman_manmanman_manmanman	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man(3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM148447; SEED Compound: http://identifiers.org/seed.compound/cpd30296	doldpglcnacglcnacman_DASH_LPAREN_DASH_manmanman_DASH_RPAREN_DASH_manmanman_c; doldpglcnacglcnacman_manmanman_manmanman
doldpglcnacglcnacman_man_manmanman_c	doldpglcnacglcnacman_man_manmanman	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man	iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM148456; SEED Compound: http://identifiers.org/seed.compound/cpd30300	doldpglcnacglcnacman_DASH_LPAREN_DASH_man_DASH_RPAREN_DASH_manmanman_c; doldpglcnacglcnacman_man_manmanman
dolpglc_c	dolpglc	Dolichyl beta-D-glucosyl phosphate	iLB1027_lipid; iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1375	dolpglc; dolpglc_c
dtocophe_h	dtocophe	Delta-Tocopherol	iRC1080; iLB1027_lipid	KEGG Compound: http://identifiers.org/kegg.compound/C14151; CHEBI: http://identifiers.org/chebi/CHEBI:23607; CHEBI: http://identifiers.org/chebi/CHEBI:35080; CHEBI: http://identifiers.org/chebi/CHEBI:47772; InChI Key: https://identifiers.org/inchikey/GZIFEOYASATJEH-VHFRWLAGSA-N; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02902; LipidMaps: http://identifiers.org/lipidmaps/LMPR02020061; LipidMaps: http://identifiers.org/lipidmaps/LMPR02020066; BioCyc: http://identifiers.org/biocyc/META:DELTA-TOCOPHEROL; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5121; SEED Compound: http://identifiers.org/seed.compound/cpd09850	dvite; dvite_h
dxyl5p_h	dxyl5p	1-deoxy-D-xylulose 5-phosphate	iRC1080; iLB1027_lipid; iAM_Pb448; iAM_Pv461; iAM_Pc455; iAM_Pf480; iAM_Pk459	InChI Key: https://identifiers.org/inchikey/AJPADPZSRRUGHI-RFZPGFLSSA-L; KEGG Compound: http://identifiers.org/kegg.compound/C11437; CHEBI: http://identifiers.org/chebi/CHEBI:11254; CHEBI: http://identifiers.org/chebi/CHEBI:16493; CHEBI: http://identifiers.org/chebi/CHEBI:57792; CHEBI: http://identifiers.org/chebi/CHEBI:622; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01213; BioCyc: http://identifiers.org/biocyc/META:DEOXYXYLULOSE-5P; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM622; SEED Compound: http://identifiers.org/seed.compound/cpd08289	dxyl5p; dxyl5p_h
echin_u	echin	Echinenone	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C08592; CHEBI: http://identifiers.org/chebi/CHEBI:4746; LipidMaps: http://identifiers.org/lipidmaps/LMPR01070060; BioCyc: http://identifiers.org/biocyc/META:CPD-7850; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3591; InChI Key: https://identifiers.org/inchikey/QXNWZXMBUKUYMD-QQGJMDNJSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd05499	echn; echn_u
f2p_h	f2p	Beta-D-fructose 2-phosphate	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C03267; CHEBI: http://identifiers.org/chebi/CHEBI:12350; CHEBI: http://identifiers.org/chebi/CHEBI:57267; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06800; BioCyc: http://identifiers.org/biocyc/META:FRUCTOSE-2-PHOSPHATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3220; InChI Key: https://identifiers.org/inchikey/PMTUDJVZIGZBIX-ZXXMMSQZSA-L; SEED Compound: http://identifiers.org/seed.compound/cpd02085	f2p; f2p_h
fdxrd_u	fdxrd	Reduced ferredoxin	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C00138; CHEBI: http://identifiers.org/chebi/CHEBI:15024; CHEBI: http://identifiers.org/chebi/CHEBI:17513; CHEBI: http://identifiers.org/chebi/CHEBI:8792; BioCyc: http://identifiers.org/biocyc/META:Reduced-ferredoxins; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM169; SEED Compound: http://identifiers.org/seed.compound/cpd11620	fdxrd; fdxrd_u
focytb5_c	focytb5	Ferrocytochrome b5	iRC1080; iLB1027_lipid	Reactome Compound: http://identifiers.org/reactome/R-ALL-4085415; KEGG Compound: http://identifiers.org/kegg.compound/C00999; CHEBI: http://identifiers.org/chebi/CHEBI:14251; CHEBI: http://identifiers.org/chebi/CHEBI:16518; CHEBI: http://identifiers.org/chebi/CHEBI:5037; BioCyc: http://identifiers.org/biocyc/META:FERROCYTOCHROME-B5; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1084; SEED Compound: http://identifiers.org/seed.compound/cpd11797; SEED Compound: http://identifiers.org/seed.compound/cpd27031	focytb5; focytb5_c
focytc_h	focytc	Ferrocytochrome c C42H53FeN8O6S2	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C00924; CHEBI: http://identifiers.org/chebi/CHEBI:14248; CHEBI: http://identifiers.org/chebi/CHEBI:15983; CHEBI: http://identifiers.org/chebi/CHEBI:5033; Human Metabolome Database: http://identifiers.org/hmdb/HMDB12947; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5750; SEED Compound: http://identifiers.org/seed.compound/cpd00686	focytc; focytc_h
gal_n	gal	D-Galactose	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C00124; KEGG Compound: http://identifiers.org/kegg.compound/C00984; CHEBI: http://identifiers.org/chebi/CHEBI:10231; CHEBI: http://identifiers.org/chebi/CHEBI:12936; CHEBI: http://identifiers.org/chebi/CHEBI:22373; CHEBI: http://identifiers.org/chebi/CHEBI:28061; CHEBI: http://identifiers.org/chebi/CHEBI:4139; CHEBI: http://identifiers.org/chebi/CHEBI:42741; KEGG Drug: http://identifiers.org/kegg.drug/D04291; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00143; Human Metabolome Database: http://identifiers.org/hmdb/HMDB05762; BioCyc: http://identifiers.org/biocyc/META:ALPHA-D-GALACTOSE; BioCyc: http://identifiers.org/biocyc/META:D-galactopyranose; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM390; InChI Key: https://identifiers.org/inchikey/WQZGKKKJIJFFOK-PHYPRBDBSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd00108; SEED Compound: http://identifiers.org/seed.compound/cpd00724	gal; gal_n
galctn__D_n	galctn__D	D-Galactonate	iRC1080	KEGG Compound: http://identifiers.org/kegg.compound/C00880; CHEBI: http://identifiers.org/chebi/CHEBI:12931; CHEBI: http://identifiers.org/chebi/CHEBI:16534; CHEBI: http://identifiers.org/chebi/CHEBI:24148; CHEBI: http://identifiers.org/chebi/CHEBI:24149; CHEBI: http://identifiers.org/chebi/CHEBI:4132; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00565; BioCyc: http://identifiers.org/biocyc/META:D-GALACTONATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1734; InChI Key: https://identifiers.org/inchikey/RGHNJXZEOKUKBD-MGCNEYSASA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00653	galctn_DASH_D_n; galctn__D
gcarote_h	gcarote	Gamma-Carotene	iRC1080; iLB1027_lipid	KEGG Compound: http://identifiers.org/kegg.compound/C05435; CHEBI: http://identifiers.org/chebi/CHEBI:10560; CHEBI: http://identifiers.org/chebi/CHEBI:24189; CHEBI: http://identifiers.org/chebi/CHEBI:27740; InChI Key: https://identifiers.org/inchikey/HRQKOYFGHJYEFS-BXOLYSJBSA-N; LipidMaps: http://identifiers.org/lipidmaps/LMPR01070260; BioCyc: http://identifiers.org/biocyc/META:CPD1F-126; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1048; SEED Compound: http://identifiers.org/seed.compound/cpd03220	gcaro; gcaro_h
ggdp_u	ggdp	Geranylgeranyl diphosphate C20H33O7P2	iRC1080	Reactome Compound: http://identifiers.org/reactome/R-ALL-6806657; KEGG Compound: http://identifiers.org/kegg.compound/C00353; CHEBI: http://identifiers.org/chebi/CHEBI:14300; CHEBI: http://identifiers.org/chebi/CHEBI:15831; CHEBI: http://identifiers.org/chebi/CHEBI:19786; CHEBI: http://identifiers.org/chebi/CHEBI:24230; CHEBI: http://identifiers.org/chebi/CHEBI:42968; CHEBI: http://identifiers.org/chebi/CHEBI:48861; CHEBI: http://identifiers.org/chebi/CHEBI:5335; CHEBI: http://identifiers.org/chebi/CHEBI:57533; CHEBI: http://identifiers.org/chebi/CHEBI:58756; Human Metabolome Database: http://identifiers.org/hmdb/HMDB04486; Human Metabolome Database: http://identifiers.org/hmdb/HMDB60109; LipidMaps: http://identifiers.org/lipidmaps/LMPR0104010001; BioCyc: http://identifiers.org/biocyc/META:GERANYLGERANYL-PP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM139; InChI Key: https://identifiers.org/inchikey/OINNEUNVOZHBOX-QIRCYJPOSA-K; SEED Compound: http://identifiers.org/seed.compound/cpd00289	ggdp; ggdp_u
glucys_h	glucys	Gamma-L-Glutamyl-L-cysteine	iRC1080; iLB1027_lipid	Reactome Compound: http://identifiers.org/reactome/R-ALL-174393; KEGG Compound: http://identifiers.org/kegg.compound/C00669; CHEBI: http://identifiers.org/chebi/CHEBI:10566; CHEBI: http://identifiers.org/chebi/CHEBI:10570; CHEBI: http://identifiers.org/chebi/CHEBI:12400; CHEBI: http://identifiers.org/chebi/CHEBI:12404; CHEBI: http://identifiers.org/chebi/CHEBI:17515; CHEBI: http://identifiers.org/chebi/CHEBI:17971; CHEBI: http://identifiers.org/chebi/CHEBI:24185; CHEBI: http://identifiers.org/chebi/CHEBI:24194; CHEBI: http://identifiers.org/chebi/CHEBI:39975; CHEBI: http://identifiers.org/chebi/CHEBI:58173; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01049; BioCyc: http://identifiers.org/biocyc/META:L-GAMMA-GLUTAMYLCYSTEINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM412; InChI Key: https://identifiers.org/inchikey/RITKHVBHSGLULN-WHFBIAKZSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00506	glucys; glucys_h
